# Undirected graph (each pair of nodes is saved twice):as19980407.txt
# Autonomous systems (from the BGP logs) - 04 07 1998 
# Nodes:3468	Edges: 6164
# FromNodeId	ToNodeId
1	293
1	1673
1	2914
1	3561
1	6478
1	4000
1	144
1	11015
1	71
1	33
1	3
1	7725
1	7015
1	7017
1	7016
1	7756
1	1239
1	32
1	7332
1	7176
1	5388
1	34
1	286
1	46
1	5691
1	6
1	3739
1	48
1	2637
1	4766
1	10725
1	3909
1	10437
1	3450
1	5727
1	3479
1	5723
1	3527
1	77
1	49
1	3749
1	10561
1	4511
1	70
1	4911
1	6059
1	6166
1	557
1	8043
1	613
1	6597
1	10326
1	7430
1	140
1	1236
1	3857
1	5661
1	5693
1	6431
1	1740
1	4550
1	3680
1	10506
1	3452
1	701
1	3847
1	625
1	3404
1	4780
1	4010
1	1830
1	3614
1	3402
1	109
1	3303
1	4648
1	6527
1	5000
1	2933
1	3448
1	5737
1	2024
1	2714
1	7418
1	2581
1	7152
1	3705
1	4926
1	2511
1	4583
1	6607
1	10442
1	5684
1	7838
1	6227
1	7800
1	6553
1	10379
1	7884
1	3790
1	6203
1	4454
1	7946
1	3557
1	90
1	8091
1	7068
1	6742
1	10553
1	157
1	3720
1	6394
1	10750
1	7139
1	6245
1	3564
1	10782
1	10332
1	201
1	668
1	7203
1	10616
1	4355
1	6989
1	5494
1	8137
1	8009
1	7462
1	7140
1	3113
1	10342
1	3495
1	5662
1	8076
1	3796
1	2918
1	10581
1	199
1	6432
1	6362
1	4923
1	6433
1	7284
1	7365
1	10395
1	4129
1	6525
1	4309
1	7133
1	10536
1	6932
1	7019
1	6469
1	6566
1	8081
1	6545
1	7128
1	7160
1	10361
1	6410
1	8118
1	7903
1	3801
1	7269
1	1276
1	4200
1	6555
1	7322
1	10302
1	6470
1	4534
1	8078
1	10562
1	174
1	6606
1	7331
1	7823
1	5790
1	7323
1	7391
1	7806
1	10988
1	10809
1	7219
1	7061
1	7026
1	10935
1	7426
1	4574
1	7977
1	7318
1	10946
1	10355
2	1740
2	701
3	1
6	1
6	517
7	3561
8	114
8	4557
9	5050
13	7170
13	668
16	293
17	1323
17	701
18	3354
18	145
22	7170
22	668
22	5855
22	5303
25	293
25	1852
25	5653
26	145
26	1785
27	2548
27	145
29	145
31	226
31	293
32	1
33	1
33	2914
33	701
33	2497
34	1
34	3932
35	5691
37	7170
38	1225
38	145
38	5646
38	293
41	297
43	293
43	1785
45	293
46	1
46	293
46	701
48	7170
48	48
48	1
48	668
48	5058
49	1
50	3450
50	293
52	3561
52	6251
55	145
55	10466
68	293
70	1
71	1
71	701
71	3758
71	1755
71	1270
71	3300
72	5551
73	3940
73	685
74	2493
77	2548
77	1
80	701
80	97
81	701
81	10490
81	1239
81	6250
81	7207
83	7170
83	668
84	7170
87	10680
87	6402
88	1740
88	97
90	701
90	1
93	1239
93	2495
93	3561
93	2640
93	10363
93	2698
93	10729
97	97
97	3561
97	2914
97	293
97	88
97	6984
97	80
99	1760
103	293
103	5646
103	145
103	5099
103	7326
104	194
104	145
104	3909
104	5682
109	1
109	1136
109	109
109	2548
109	701
111	701
111	145
114	8
114	3561
114	293
114	701
114	302
114	1832
114	6481
114	297
114	278
114	8090
125	3847
127	127
127	297
127	226
131	1852
131	701
131	3561
132	7170
132	668
137	5441
137	6682
137	137
137	3426
137	5443
137	5455
137	5448
137	5444
137	5445
140	1
140	701
144	1
144	701
145	237
145	293
145	5050
145	27
145	29
145	4557
145	10490
145	1201
145	18
145	26
145	55
145	217
145	3128
145	194
145	160
145	104
145	225
145	3112
145	1312
145	38
145	4189
145	1706
145	111
145	5723
145	6200
145	693
145	10680
145	103
145	10755
145	7377
145	195
145	1224
145	210
145	1909
145	3561
145	10579
146	6984
157	1239
157	1
159	3112
159	600
159	159
160	145
160	5646
174	2493
174	293
174	286
174	1673
174	2914
174	701
174	3561
174	6654
174	10722
174	2554
174	1290
174	1740
174	8355
174	8013
174	1932
174	7884
174	3957
174	6071
174	298
174	7068
174	6303
174	6195
174	2529
174	10515
174	6352
174	6199
174	10641
174	10404
174	1
174	6109
174	10690
174	10337
174	1239
174	10415
175	668
175	2966
194	3561
194	145
194	104
194	3909
195	1227
195	1740
195	145
196	1740
199	1
201	1
201	4736
204	5050
210	1239
210	145
217	5006
217	293
217	145
224	2603
224	8368
225	7066
225	145
225	225
225	1239
226	3847
226	2150
226	293
226	127
226	31
226	1740
226	7397
226	4554
226	6508
226	5655
226	5726
234	1225
237	7016
237	293
237	1225
237	3561
237	145
237	238
237	4912
237	10797
238	237
238	1239
239	549
267	1225
268	3561
270	297
270	271
271	577
271	6509
271	270
278	3561
278	6332
278	6503
278	278
278	114
278	3596
278	8140
286	701
286	3333
286	174
286	1673
286	517
286	286
286	293
286	3561
286	2497
286	1901
286	2914
286	568
286	1741
286	5400
286	1740
286	1
286	2548
286	3847
286	7170
286	3951
286	297
286	2685
286	3491
286	668
286	1899
286	5696
286	3915
286	6172
286	3356
286	4000
286	4565
286	2041
286	2828
286	2551
286	4200
286	6113
286	2116
286	6461
286	1891
286	1746
286	3967
286	3407
286	2118
286	6066
286	4540
286	3220
286	790
286	1800
286	6196
286	2610
286	1890
286	4436
286	1836
286	3245
