# Undirected graph (each pair of nodes is saved twice):as19981229.txt
# Autonomous systems (from the BGP logs) - 12 29 1998 
# Nodes:493	Edges: 1189
# FromNodeId	ToNodeId
1	701
1	7018
1	1800
1	1673
1	1239
1	1740
1	286
1	293
1	3561
1	2914
1	568
1	2685
1	6461
1	6301
1	4200
1	11015
1	4000
1	71
1	33
1	714
1	3
1	3360
1	6172
1	5646
1	7725
1	2548
1	7756
1	5727
1	3847
1	6113
1	5006
1	4565
1	6467
1	5696
1	32
1	174
1	6453
1	8959
1	7176
1	3549
1	1833
1	5683
1	3257
1	2856
1	8918
1	34
1	46
1	199
1	5691
1	3967
1	6
1	7170
1	668
1	48
1	2637
1	297
1	4766
1	10725
1	10437
1	11039
1	3450
1	3932
1	3479
1	6922
1	5723
1	3527
1	3749
3	1
3	293
3	145
4	11422
6	1
8	114
8	4557
9	5050
13	668
13	7170
16	293
17	701
18	3354
18	145
22	668
22	7170
24	297
24	145
25	1852
25	293
25	11423
26	1785
26	145
27	2548
29	145
32	1
32	11423
33	1
33	701
33	2914
33	2497
34	1
34	3932
37	7170
38	5646
38	1225
38	145
41	297
45	293
46	1
46	701
46	145
47	11422
48	48
48	1
48	7170
49	701
50	3450
50	293
52	3561
52	6251
55	10466
68	293
71	7018
71	701
71	1
71	4637
71	4657
71	3758
71	71
71	2915
73	73
73	685
73	3940
73	101
77	2548
80	701
81	701
81	81
81	1239
81	10490
88	1740
88	2914
88	145
93	7806
93	1239
93	2914
93	3561
93	93
101	73
101	145
104	3909
104	194
104	145
111	701
111	145
114	8
114	2914
114	3561
114	293
114	302
114	7276
127	226
127	127
127	297
131	1852
131	3561
132	668
132	7170
145	1742
145	293
145	3
145	237
145	11423
145	5050
145	46
145	11422
145	29
145	668
145	4557
145	10490
145	1201
145	18
145	26
145	10466
145	101
145	6509
145	217
145	297
145	3128
145	210
145	88
145	5739
145	194
145	1249
145	6192
145	160
145	104
145	225
145	3112
145	11078
145	11039
145	1312
145	38
145	24
145	4201
145	1706
145	111
145	5723
145	6200
145	6453
145	3676
145	3388
159	600
159	3112
160	5646
160	145
174	2493
174	7018
174	286
174	293
174	2914
174	1239
174	1673
174	701
174	1740
174	3561
174	1
174	298
174	6654
194	3909
194	3561
194	145
194	104
196	7018
199	1
209	1740
209	286
209	209
209	3909
209	293
210	1239
210	145
210	6510
217	5006
217	293
217	145
224	2603
225	7066
225	145
226	2150
226	293
226	1740
226	226
226	3847
226	127
234	2914
234	267
234	1225
237	7016
237	293
237	3561
237	5696
237	237
237	145
