# Undirected graph (each pair of nodes is saved twice):as19990903.txt
# Autonomous systems (from the BGP logs) - 09 03 1999 
# Nodes:5666	Edges: 11442
# FromNodeId	ToNodeId
1	701
1	3561
1	1673
1	1800
1	2914
1	7018
1	2497
1	293
1	286
1	1239
1	7170
1	2685
1	5006
1	6461
1	6301
1	11354
1	209
1	7914
1	2828
1	6453
1	11015
1	1740
1	2548
1	6467
1	71
1	33
1	714
1	3
1	3360
1	6172
1	7756
1	5650
1	200
1	5646
1	7176
1	3847
1	10911
1	5727
1	3356
1	4565
1	568
1	5696
1	32
1	174
1	8959
1	2856
1	1833
1	8918
1	3303
1	4000
1	8938
1	5413
1	3549
1	3257
1	11341
1	4200
1	10553
1	11573
1	11839
1	3126
1	3951
1	10910
1	4544
1	5737
1	6227
1	11104
1	10827
1	34
1	46
1	226
1	199
1	5691
1	3967
1	6
1	48
1	2637
1	297
1	11499
1	600
1	10437
1	11039
1	3450
1	3932
1	3479
1	6922
1	5723
1	3527
1	668
1	3749
1	10561
1	11674
1	89
1	4648
1	3404
1	70
1	4911
1	11784
1	6597
1	7430
1	140
1	12013
1	1236
1	11417
1	3292
1	2551
1	3209
1	2110
1	5693
1	10506
1	6261
1	11399
1	7355
1	12228
1	7386
1	763
1	12007
1	625
1	12207
1	1746
1	4010
1	1830
1	12025
1	6995
1	11145
1	11148
1	7021
1	8114
1	7193
1	11147
1	8115
1	11146
1	8017
1	7192
1	10719
1	8113
1	8112
1	6350
1	8016
1	13498
1	3614
1	3491
1	7862
1	1311
1	109
1	7418
1	8015
1	6113
1	7068
1	2933
1	5000
1	4183
1	12079
1	11552
1	10273
1	11302
1	4550
1	2041
1	7037
1	4006
1	11188
1	8048
1	6716
1	2024
1	2714
1	6221
1	10615
1	7754
1	11027
1	7152
1	7055
1	6949
1	2511
1	4583
1	3134
1	10794
1	7374
1	7047
1	10442
1	4436
1	4355
1	6652
1	7006
1	5684
1	7800
1	13373
1	6553
1	4527
1	8076
1	3147
1	4454
1	90
1	3900
1	10406
1	3578
1	157
1	3720
1	10750
1	7128
1	8090
1	6245
1	8091
1	7203
1	6536
1	11680
1	10946
1	6316
1	12134
1	10355
1	201
1	3495
1	11928
1	6633
1	13716
1	10257
1	11854
1	11721
1	10487
1	6989
1	6847
1	5462
1	5390
1	6139
1	8563
1	7020
1	6201
1	8009
1	7140
1	3914
1	3703
1	6070
1	3737
1	6966
1	11347
1	12073
1	11435
1	7426
1	10558
1	6607
1	13687
1	2056
1	5662
1	11663
1	12003
1	10809
1	11207
1	13461
1	3796
1	6650
1	8120
1	8161
1	6300
1	10317
1	13384
1	10912
1	10581
1	7392
1	6432
1	12012
1	12184
1	4278
1	13506
1	6433
1	5760
1	6150
1	7284
1	202
1	13361
1	11860
1	4257
1	10536
1	11817
1	6932
1	6073
1	6566
1	6555
1	7346
1	5779
1	10934
1	11513
1	10361
1	13623
1	8118
1	10700
1	7269
1	6541
1	10266
1	6469
1	7157
1	5736
1	7384
1	12273
1	10663
1	7823
1	13374
1	11527
1	5790
1	7323
1	7062
1	11869
1	8078
1	6379
1	11661
1	7219
1	13755
1	11285
1	11765
1	12216
1	10559
1	4574
1	11524
1	10657
1	7318
1	7410
1	7923
1	10616
1	12114
1	11329
1	10913
1	4247
1	11291
1	11710
1	12211
1	11443
1	10839
1	11853
1	4957
1	9320
1	12178
1	11855
1	7182
1	11729
1	11485
1	12206
1	12208
1	12209
2	5696
2	12019
3	1
3	145
3	293
4	11422
6	1
6	3215
7	786
8	114
8	4557
9	5050
9	9
9	145
12	145
13	7170
13	668
13	213
14	14
14	1785
14	11537
14	145
16	293
17	701
17	11537
18	6922
18	145
18	3354
20	145
22	7170
22	668
22	5855
22	5881
24	7847
24	145
24	11537
24	297
25	1852
25	11423
25	293
26	1785
26	145
27	2548
27	10886
29	145
31	226
31	11422
31	293
32	2828
32	1
32	11423
32	8973
33	1
33	701
33	3557
33	2497
33	2828
34	1
34	3932
35	5691
37	3520
37	3739
38	5646
38	1225
38	11537
38	145
38	1224
38	65005
41	297
43	293
43	1785
45	293
46	1
46	701
46	145
47	11422
48	7170
48	48
48	1
48	5058
49	701
50	3450
50	293
50	11976
52	3561
52	11422
52	6251
52	1852
55	10466
68	293
70	1
70	145
71	1
71	701
71	7018
71	71
71	2915
71	5650
71	4716
71	3462
72	5551
72	4637
72	3305
73	101
73	2914
74	2493
77	2548
77	5723
80	701
80	2914
81	701
81	10490
81	81
81	1239
81	6250
81	12031
83	7170
84	3739
84	7170
87	7018
87	10680
88	2914
88	145
88	1740
